9
72	-96	-62	-5	-70	-90	-62	-41	-84	-15	-81	-90	80	-69	-5	32	-37	-25	48	-86	-17	-25	-36	-84	80	79	29	11	-72	91	-11	-6	-56	52	67	-75	-67	-68	-71	28	55	-17	-28	-98	61	-29	-17	-24	20	31	-68	27	-59	-91	-52	-85	-79	-96	-83	-60	-84	20	-78	-27	-25	41	-17	-81	-16	10	44	-29	50	36	-20	-29	90	-9	97	18	99	-20	28	-96	-74	-65	-6	-46	-72	-89	-83	52	71	-42	-2	-95	-24	-22	17	0	-29	14	-64	-91	-95	-32	-2	3	98	-46	10	-6	9	90	-52	70	-8	69	-97	-61	-45	74	30	-25	79	33	64	-27	72	-53	59	-58	12	93	-39	-5	52	36	12	15	-88	-32	40	-78	28	-89	59	8	74	84	11	-2	-24	-99	-55	80	-15	47	-24	-19	-13	-44	-7	47	57	51	24	-85	-95	-37	2	97	-33	76	-26	-14	-8	-64	-63	-1	-47	-41	-57	-72	66	58	82	-38	4	-25	63	22	98	39	51	-33	45	22	57	-11	-60	97	77	59	-2	64	-76	-41	-25	-39	-77	79	3	30	0	89	-63	8	73	-74	-3	97	-29	-57	-23	-83	-21	-27	15	-37	-51	-33	64	-59	-8	18	76	95	-6	12	53	-81	9	-2	-70	44	18	40	18	-73	85	-94	58	-19	97	-45	78	76	40	-64	-71	84	-90	-76	23	91	44	23	-78	67	26	-26	-44	-44	-33	-94	-68	-46	-2	-71	-76	-39	-47	23	8	-52	-8	-91	33	-88	-95	75	13	26	95	45	-59	-44	98	35	14	-93	-70	26	-23	-73	-49	-34	-21	29	9	-92	-11	-30	60	-21	-56	-49	3	-33	42	97	7	5	-95	-50	-13	76	-35	39	-75	21	-78	10	50	-8	2	-87	-88	43	30	-39	39	-73	-25	-73	76	-31	69	88	-37	15	-5	53	-98	28	93	77	-38	11	18	-15	-32	0	-92	21	-88	72	-43	38	-26	-22	37	5	-5	90	5	69	-4	-39	-62	77	0	44	79	-37	1	78	15	-18	55	44	66	-98	87	-70	53	-53	1	-1	-80	-90	-2	25	55	89	4	72	-3	-45	-64	92	15	-23	43	53	67	61	-64	90	-30	-82	-69	-57	29	15	71	-10	-5	-59	-63	-27	7	4	-75	91	78	-44	80	72	8	54	-47	-22	2	4	97	0	-20	-76	50	5	44	-81	55	37	93	-99	8	-96	-6	28	-31	-7	84	-52	54	19	-11	-79	58	85	-60	-95	57	31	43	-18	-91	82	-61	-65	96	71	-89	77	-67	-50	99	-48	40	72	-94	14	-68	-64	-83	2	19	-90	75	56	-81	-75	56	-41	7	84	-55	-91	46	58	
-89	-60	-85	-69	69	55	-87	35	-58	92	-41	70	78	-25	21	-6	-95	-75	-69	-92	-73	-41	82	-56	-57	9	-28	0	45	-82	-60	81	-7	-39	4	66	-83	-89	41	-62	-97	49	56	35	-78	-24	10	97	-65	49	-72	98	28	25	-37	-19	64	-64	22	25	21	-91	6	53	29	92	-71	9	-30	72	74	-1	12	10	-17	-88	89	-74	-72	-19	-35	-3	-54	-9	99	51	76	64	-22	76	-66	-82	-47	-4	36	22	39	-81	-90	78	-75	-66	-87	93	9	53	37	-83	91	-56	-63	-3	8	-96	79	91	9	-7	-92	57	-21	-80	-45	46	3	-21	-33	21	13	95	-96	48	48	-5	7	-93	25	90	-89	64	91	63	-13	70	-6	-20	-4	-12	75	-44	32	-14	-15	-33	44	-1	86	65	1	26	-53	-62	-66	14	95	-27	0	90	1	-76	24	-34	94	-9	-86	-7	86	2	-47	98	-79	-23	23	99	88	-23	5	74	8	-99	23	-86	-28	-15	61	-71	-43	24	-11	92	3	-15	24	-12	76	-78	70	14	57	-79	-46	-63	0	57	15	62	16	-79	70	-24	-7	50	-19	80	45	-99	-65	34	2	28	-44	-88	-71	4	-63	-40	-82	-52	-59	-83	-96	0	-45	79	77	16	2	33	25	-67	17	-11	53	-6	47	69	71	-9	-56	67	-99	59	-41	-27	-34	6	57	-55	32	-75	-2	-75	-17	46	-76	-11	-2	29	-66	-13	54	56	89	26	29	5	49	-9	-69	-92	74	-74	77	71	-64	-48	-55	-34	-71	-22	65	-84	60	-80	-53	80	-79	-7	-9	4	-66	-96	-60	22	-94	32	-24	-25	61	18	-82	46	-4	-70	-36	91	78	-29	21	69	48	-78	69	8	13	98	-77	-56	-2	0	52	-94	83	-72	-26	-76	-47	98	62	0	-86	22	-98	97	9	40	-93	-48	-61	32	-14	-14	-67	31	71	56	-85	25	-60	36	-24	35	14	93	55	-15	38	36	45	38	-2	78	76	-22	78	-10	87	-19	-32	81	-41	61	29	88	-16	-96	-72	-9	-30	-89	95	-62	48	-88	-97	-71	70	-22	-82	79	89	69	1	66	15	-91	58	-44	86	90	7	74	-98	29	-58	84	87	65	84	24	-38	-61	-73	-6	-43	-95	61	-31	17	-45	73	27	-34	54	-75	22	-98	-13	46	32	67	43	-1	-93	-87	98	-19	74	-22	-76	58	15	87	29	0	-26	92	1	-95	64	-36	96	-40	12	50	-65	-92	17	-61	-64	-63	-34	11	-53	81	41	84	-24	-11	91	-77	74	89	0	-94	16	-58	65	37	-28	40	-87	59	-1	0	84	-1	-99	53	92	16	-57	
-63	96	-93	-71	45	-10	22	-79	4	52	25	-47	2	-30	52	-45	61	17	-17	-93	51	-71	-67	48	-65	-28	3	-72	-18	76	89	87	-66	10	48	-50	58	26	-75	-48	-79	-34	-55	-92	61	-97	-94	5	44	-96	-70	92	-23	-6	97	-42	-35	10	87	-17	-24	-50	-2	-31	-23	-38	30	-75	5	-4	40	-78	75	-67	-44	-62	2	-90	-21	-50	-54	-38	75	38	99	83	-42	15	-55	84	-70	-71	11	-28	-35	77	71	-26	-33	-79	59	23	29	-23	77	-87	-5	72	71	49	-31	0	-46	53	-91	-67	-51	-4	33	68	86	11	65	60	-88	-48	-92	-74	75	-21	-64	20	-31	-48	-55	27	-24	37	26	-78	-11	-86	27	-94	-92	-20	-8	76	-17	-60	92	-66	30	-58	-52	-22	67	-20	-74	-48	-86	27	60	38	-79	2	-38	-92	-71	28	-90	39	63	3	26	-8	71	-11	-42	61	0	-96	-83	-62	-42	82	45	-94	-33	50	-1	75	49	9	-89	16	-86	84	-5	28	-89	-84	83	-94	-29	-31	54	7	-98	46	-87	32	-79	-46	-15	-87	-36	-90	-3	-92	-29	14	-35	91	90	24	-4	54	73	-71	-27	-44	-82	88	-70	69	-56	87	-58	-24	-15	30	-57	-6	37	22	-88	-33	52	-8	53	-74	13	1	-39	-24	-78	78	-90	-17	14	-97	-57	76	-3	-36	-66	66	-23	-55	46	-72	-33	12	39	3	-73	-59	82	44	-76	-94	-42	25	-28	-83	11	-3	10	72	48	54	80	-4	0	0	-80	-70	-6	91	-28	-13	-33	88	-35	-44	-88	-57	11	-34	-61	92	80	15	-63	74	84	-35	-8	65	-36	-83	8	-96	6	-88	-17	-13	47	-37	39	-6	2	-46	69	-10	21	-34	86	6	-66	13	-26	-33	-7	88	-37	-75	40	54	-84	-67	-10	-92	-37	93	-92	-38	-85	-96	46	-95	-83	76	-95	-85	-51	90	-58	61	32	-50	65	-98	13	47	-32	47	65	-91	-10	92	-80	74	68	-86	94	-80	78	62	74	-6	-4	25	-81	81	-44	4	-60	68	-70	-85	-95	76	45	20	52	-81	-85	-29	75	62	-89	0	-1	34	-27	-87	-38	52	-55	6	51	-16	45	-55	60	96	-87	-3	69	-59	9	22	-63	-34	-99	-77	31	91	-43	1	67	-57	-46	95	-1	15	53	-62	16	38	-89	21	-65	-50	62	16	53	88	85	-18	89	1	-74	-63	-13	-57	22	27	43	-48	-33	-39	37	-41	10	-12	-96	-95	-82	13	-12	-53	1	26	-62	55	-90	85	-74	-53	89	36	83	56	42	-64	-91	93	51	94	45	61	-47	66	77	-58	-88	-52	-30	-93	
-81	-30	28	69	94	44	16	-78	-56	37	15	-99	94	-32	63	-48	-35	21	-6	-46	58	-44	0	-42	-19	-41	79	94	-96	-49	4	8	28	-55	72	-38	-44	8	57	-53	83	-66	40	-88	39	0	87	35	-42	-1	91	0	74	85	-12	63	85	9	42	-66	-35	-77	-79	-89	-54	-40	33	86	2	-94	61	61	-39	24	-68	67	9	-77	-9	-14	60	14	0	-5	75	-68	9	-35	-51	81	54	74	46	56	-69	23	29	27	-41	-35	83	-53	-36	-40	-52	59	-23	22	-37	76	-1	-88	41	16	99	99	-59	27	-93	87	94	4	33	-38	-5	-29	-18	-41	37	43	-60	24	47	-19	-23	89	-5	-38	-73	-9	-43	89	-8	-73	-91	35	63	-75	-14	-54	52	-59	-41	-48	74	45	-96	-35	-16	2	29	-62	0	54	-83	-53	-3	98	-62	11	-56	-58	42	-60	54	69	-4	27	21	20	41	-97	89	-93	45	41	13	-5	-45	18	-33	38	72	42	-98	54	39	87	50	-33	-38	97	25	-11	-25	-25	70	-47	-28	-91	-56	-69	49	-77	-90	-48	36	35	52	36	29	87	25	45	-77	84	34	-81	-62	-36	-72	-36	-33	-22	-71	-15	19	-51	-90	54	-36	4	-43	-59	48	14	83	-29	75	-54	-61	98	77	29	49	38	-73	60	80	79	70	50	96	22	-35	-69	2	81	20	50	-98	-59	35	93	-43	48	-17	-19	82	37	73	-17	26	7	-66	-68	2	88	99	-57	5	7	-56	-89	-71	11	-85	-25	-31	11	94	14	-7	-38	88	0	53	20	38	3	-88	58	94	-85	-68	-27	28	11	-96	-93	97	-81	-4	-15	-63	4	-84	77	-98	-61	-63	80	-82	-78	46	14	68	-98	49	67	36	-16	37	55	-60	5	-57	14	-30	-17	67	71	30	-11	-39	97	5	99	11	82	-23	-94	-74	-19	-4	84	71	-10	29	-86	4	95	-48	4	53	82	-27	9	40	-9	69	67	0	47	51	1	-68	-64	95	-80	-60	77	43	40	20	80	94	-34	77	-28	18	-83	78	59	20	-21	5	-19	38	-84	-60	-51	-63	-1	71	-68	10	-32	3	61	82	-8	86	-88	-91	86	88	-58	75	96	92	-41	20	91	-17	51	39	87	-90	1	0	85	77	-97	54	-3	-62	0	22	58	48	90	-72	17	-6	-96	58	99	-76	-91	94	-32	91	39	-28	-4	11	-68	25	51	55	41	33	52	-41	96	-43	-92	13	-52	-85	70	-3	-85	-27	11	39	0	98	38	-1	-27	14	-82	-6	-22	-43	-41	-35	-27	-66	97	-95	82	-3	-37	-6	0	-87	52	-21	-37	
-19	-62	8	-20	-32	84	-16	25	-90	-75	78	20	13	-14	-99	-98	34	76	54	-21	15	66	75	54	5	65	-60	4	-11	-60	-22	81	23	-52	54	64	-31	-56	-25	-76	43	69	79	-29	44	-53	-99	75	43	-1	5	-23	-52	46	-42	-12	68	41	-7	94	11	21	33	-86	28	30	-8	-73	-86	-90	-46	-18	-87	-66	-34	-1	59	-61	72	-72	38	-86	9	59	31	-75	-7	-96	-6	-93	-26	38	69	81	-50	-94	-9	-39	-43	65	-51	-57	86	-4	20	-85	96	84	27	59	71	-70	37	-50	59	-59	-60	-72	-74	-91	-30	-92	-3	-43	-42	12	-59	-46	-43	-81	-16	-68	-9	26	68	-29	97	76	-98	-35	78	-57	81	-38	4	-82	-60	0	-90	4	48	61	-6	-98	-14	-48	-33	82	61	43	-40	-37	28	25	16	-34	66	61	-37	29	-98	96	-36	50	-99	-63	-24	-44	-42	-23	51	-26	5	-43	-99	98	-54	-81	72	-40	29	16	-7	6	34	-11	91	-56	77	-42	-75	-78	34	72	-94	-83	19	77	11	-80	-17	-36	-81	-56	-95	-87	91	52	28	-84	41	98	-18	-92	-11	-80	-64	-88	-60	56	95	-29	-12	-63	-11	-15	19	-17	41	72	-34	-33	-20	-48	18	39	-52	51	54	9	-15	-74	42	24	-5	88	-52	-89	-48	-56	47	32	20	-16	-50	44	-2	-4	-61	-80	-29	57	94	-6	-89	-9	14	-87	-76	60	-82	-96	-74	-81	33	-6	-33	-95	15	-70	68	-44	24	16	-39	84	-33	10	85	-47	-56	32	70	69	-33	45	23	-35	24	-5	31	-41	21	-24	46	-28	-29	96	92	88	57	78	26	85	-20	19	-31	-68	-64	-63	67	17	56	-48	30	-25	74	73	-20	-4	0	43	87	35	-7	66	42	-24	-48	-98	65	-18	78	-93	1	42	24	32	-49	-15	18	-35	16	-62	-36	42	35	93	-4	-15	35	7	-95	-23	-12	-4	-71	47	51	3	22	93	-58	75	-25	-21	-52	72	24	-95	37	-19	-91	99	-27	86	99	-11	-66	73	-80	-3	78	79	-74	39	-26	75	-28	-64	28	-9	-30	-38	10	91	61	23	22	42	-81	64	-44	29	66	81	-96	75	15	79	80	16	-18	-80	47	-41	-57	88	98	-26	62	11	-2	90	3	94	92	-76	55	-3	-84	82	-54	-46	39	-21	-32	-65	23	-3	-76	14	-13	-31	-51	22	-35	80	27	-46	52	-72	55	-71	-96	9	76	46	69	57	68	60	36	44	-68	-33	-13	56	99	-99	-58	-73	35	76	0	-78	-17	23	-31	20	62	-23	-15	97	-11	63	-9	-56	-59	1	17	-32	
22	91	27	-57	-69	-70	12	-51	-67	-45	6	73	-85	29	58	-41	20	-37	-96	42	-79	54	83	-19	24	-79	-70	0	30	-63	-42	-24	-89	-14	-60	3	20	35	-67	58	23	-25	93	2	54	-16	-21	63	6	97	-86	-58	62	62	0	72	9	-17	23	29	88	-30	90	-21	-74	-15	-22	-19	19	65	5	-43	-87	-20	84	-91	99	34	18	37	25	-53	-31	-36	-57	-22	91	-28	-81	92	-50	42	-9	-90	32	73	-84	61	-51	-70	-52	23	13	-26	-52	-12	-6	-51	30	-96	20	76	47	-24	-87	11	-90	35	89	50	-31	-43	-68	-6	-87	-17	23	-65	82	-73	-36	-9	-22	82	-9	53	-46	-31	95	-16	43	-42	26	40	49	31	-49	15	89	-35	-81	91	-88	93	-15	-18	-43	-28	20	83	-34	-10	6	59	-75	-46	86	36	64	10	-39	90	-41	57	-39	-34	-58	-62	21	-12	-20	-5	99	85	-22	-47	28	1	-7	82	-2	-73	12	-76	-8	-82	50	-39	-32	69	-24	73	-5	74	84	-60	25	-50	-20	-72	-19	61	-46	-23	80	37	-61	10	-36	-80	-41	10	-77	57	39	-29	-35	79	94	12	0	32	-12	-32	-26	-21	56	39	-92	82	-77	-41	-6	98	-27	28	-63	93	54	-24	90	-4	28	-84	-91	-3	-82	37	17	-42	-49	-76	34	-88	-46	-20	61	87	20	-62	41	-84	62	17	8	27	33	22	-24	55	26	59	-4	76	-21	89	8	-91	-99	53	-19	-69	36	-19	-5	31	1	-70	-41	83	-89	78	1	-19	-29	-12	4	0	28	1	-45	-16	-27	56	36	36	-15	22	35	-21	65	-12	-70	-10	83	-83	48	78	89	-48	-26	-3	-50	63	-23	1	70	-11	29	-39	-85	44	78	12	10	-97	45	-82	83	-33	82	-95	-52	-92	80	98	10	-2	-70	-7	27	20	58	73	-52	-47	45	-86	53	36	-66	-2	-81	16	-23	-35	-81	27	-15	32	11	-54	-26	-10	-75	-17	-85	-22	28	22	15	-6	69	-39	38	4	-54	61	-2	-65	-22	72	-54	26	-85	-86	-61	0	30	-67	62	69	-33	-50	54	14	-49	-36	-80	-39	14	-70	22	-59	-62	20	2	94	-23	-23	63	-59	75	-68	10	-26	-37	4	19	-11	94	-59	24	83	1	-29	-48	-80	36	-36	-8	74	62	-4	94	-16	50	-36	-32	26	83	1	96	-59	82	82	-9	-88	87	-6	-12	74	49	41	87	-66	75	5	0	7	60	-78	-97	94	-11	-23	22	91	-12	4	-4	73	41	54	96	-80	-2	30	-25	-88	76	-64	61	73	92	-29	-51	-79	85	90	-46	-90	
-29	-47	-97	94	99	-24	70	-90	79	-62	25	27	26	-44	-39	-20	-7	-74	8	29	84	-24	-55	-21	85	-68	77	25	-64	-28	-56	24	20	-19	72	-40	-6	62	30	47	-19	-29	63	-51	77	84	-80	-1	-7	33	21	-39	-89	41	37	-38	57	-56	-74	48	-91	37	-41	-76	10	-32	34	64	77	46	-46	23	-3	-76	-92	29	-9	-7	56	54	-44	-3	62	5	24	6	-87	-78	-62	-20	-83	-89	-20	46	-31	48	91	5	-22	-44	65	-21	-33	95	10	53	-17	-37	39	-19	40	98	70	-36	-18	90	-83	-36	68	-15	-98	-24	63	-6	1	76	-92	-24	-30	-58	-92	-83	64	-96	-2	63	32	17	52	1	0	-46	-52	-10	-30	34	-68	55	89	-69	-15	-45	-71	-47	89	81	-27	85	98	66	-63	56	70	-68	-14	-4	22	-82	15	-22	30	45	-31	-41	77	-63	11	-75	-34	-94	-82	-82	-99	-2	-46	-70	80	38	49	-93	-42	70	79	39	93	14	-35	-84	-13	52	-11	39	41	-6	-60	-72	-60	-60	92	53	85	-13	16	59	35	-92	86	41	-61	22	0	-28	-41	0	-91	-70	25	1	-84	-74	-23	70	-98	89	12	-36	-9	-24	56	-35	-83	-76	93	-54	-89	2	-47	22	88	-8	-78	-64	61	90	-18	65	-36	13	71	11	0	26	-90	-44	-64	-31	48	82	88	-27	-3	11	90	-20	-48	-75	49	47	53	70	95	-64	0	53	-23	-99	29	65	-92	-33	-70	41	-13	11	80	88	-86	-19	3	-79	57	-57	-46	-58	12	-30	4	54	60	-36	50	-67	33	-74	-64	67	-85	64	-50	21	65	97	23	39	20	-75	-56	-6	85	30	87	-27	25	-7	-65	-39	-79	-4	92	-89	-74	35	63	-73	26	50	5	-37	-20	6	24	-19	86	-10	-18	42	68	76	71	32	-56	63	-11	44	-49	68	0	-81	-11	16	-48	-26	-88	52	-7	-60	18	77	28	64	-24	-54	-19	-14	-84	-16	-40	-52	-1	-39	-40	-24	-75	43	27	36	39	79	31	45	23	-51	8	96	-60	-69	-88	63	0	23	66	31	-2	20	-56	4	79	47	-11	48	-32	-75	-16	-39	-49	47	-74	-24	41	66	-11	-80	-78	82	-24	-12	0	-28	30	36	-82	-46	-14	88	-67	-56	25	73	65	96	-37	-97	99	58	96	-60	-79	38	81	-1	33	-31	-94	65	63	-52	21	90	26	2	96	53	-25	-68	23	-59	-79	19	-50	37	46	65	-91	92	9	92	-62	80	-94	46	22	25	-99	78	81	14	57	-98	39	-17	-38	-53	60	-39	86	-23	-94	65	97	-46	-11	-9	
44	20	2	-32	51	92	-23	17	-21	-73	-93	-65	-33	-20	76	-16	-40	56	-78	35	-25	-93	-64	9	-3	-5	72	-90	-35	2	91	84	-11	78	-80	71	-94	-6	26	47	2	-81	76	32	33	-78	-10	60	-6	-63	-4	-44	-50	-60	-21	62	13	50	-15	-56	-21	77	49	5	-27	-94	-54	-82	92	84	-3	-89	90	61	73	57	-3	-78	23	12	-3	87	48	-61	-64	57	-44	-87	-89	95	17	62	-91	77	76	70	51	89	-78	43	0	62	-3	83	50	-8	-36	41	-14	-46	-64	74	25	-67	-17	-51	67	15	-15	-16	-81	86	98	-97	1	7	12	33	-96	45	-14	-83	-62	5	53	-95	49	4	64	-63	-44	-83	-3	46	20	17	-40	-17	-55	-31	47	-42	-64	95	-99	-47	-81	-52	-51	88	42	-58	9	-88	1	-24	98	96	65	44	2	61	25	-71	64	-52	-68	-44	-90	42	51	-92	-86	17	84	-72	56	73	-99	62	-8	-25	28	-54	53	-62	-68	-58	46	-61	-40	-20	19	-82	-42	-85	-10	-78	83	-9	34	-93	29	60	31	62	-59	72	-80	-49	50	-24	-1	2	87	21	-86	27	18	47	13	-24	-43	51	2	-97	92	64	28	30	-82	89	-18	-88	56	89	-96	-93	62	67	50	-21	-42	-87	-57	38	70	-60	47	29	-36	76	-84	29	-67	16	65	-11	-75	-30	-16	-72	-99	79	-85	-54	78	59	-53	-62	-36	-37	-67	62	-98	75	61	-5	-36	11	-96	95	-49	-90	-94	22	82	85	11	44	-39	-76	-71	65	-22	81	-94	46	-31	45	88	-60	30	23	-92	-55	40	88	17	-23	-34	-59	80	24	93	41	41	55	-99	69	-46	-27	-55	2	25	65	-29	40	-33	-25	-37	-59	-71	-6	92	66	99	-29	13	31	-8	50	-24	51	-58	-35	-98	78	-60	44	-59	-44	55	17	-57	60	-49	7	-53	35	-38	-59	-69	57	74	-82	-11	96	4	88	-14	30	62	40	95	31	-50	21	32	0	32	-45	13	15	7	82	7	88	-50	-37	-8	-83	62	29	88	-6	16	-20	44	99	-94	24	-99	23	-93	99	32	-11	-92	-93	73	-4	2	72	64	98	57	-12	87	-58	47	85	-44	-78	40	-68	23	8	-2	-24	55	77	-50	21	25	22	41	56	-8	-74	-10	66	-19	62	6	-88	14	-79	-7	5	84	10	-39	62	-5	95	-83	-52	-40	24	-53	61	-81	83	92	-74	-20	5	-54	6	-60	78	-68	-98	-49	-7	-38	74	12	12	-50	85	22	82	15	40	95	19	5	-23	43	61	3	-4	48	73	-55	-74	-53	-59	49	-44	
74	-59	84	86	18	60	-38	37	-33	90	-21	-19	-76	-95	81	-22	-6	-88	-21	21	78	-12	-97	7	64	72	17	-64	21	-72	-2	-10	-80	54	77	92	8	75	59	40	-84	-13	55	-96	-40	-83	66	54	-96	0	35	32	50	4	42	36	9	81	78	-45	-97	12	-26	-62	78	51	60	-60	94	23	62	16	61	40	-26	10	-18	-90	93	70	20	-37	8	42	14	-44	-76	52	-9	29	30	14	-13	-97	-9	30	93	-61	68	9	72	63	65	-90	60	-65	62	-43	35	86	-61	-78	-87	-60	47	-91	-22	25	22	-17	-91	76	-61	81	-13	-94	-88	-80	16	-84	62	40	33	76	-84	41	-28	-29	-42	91	82	81	61	-99	54	46	-62	54	-3	55	-28	63	-18	-51	-6	67	-31	-12	10	-74	-46	-33	58	55	-74	-1	-59	11	-60	-42	60	59	58	-88	-86	-36	-35	92	-61	55	-10	90	24	-51	20	-54	-54	-24	-89	-32	74	12	43	-3	-57	44	-18	-41	-39	78	-37	40	-50	-56	-76	-20	-61	-12	89	-13	77	66	43	-41	51	-42	-3	-83	98	-46	-32	28	-50	-2	7	-38	-76	35	-15	-53	95	6	-81	57	33	57	-21	11	78	-15	-32	-26	-62	-27	-38	-96	28	89	-97	-93	-1	-96	40	97	24	-9	19	16	49	-11	-27	26	63	-69	-61	-90	-64	40	97	76	2	81	72	-55	-92	-14	-26	27	-55	-1	-58	34	-34	-80	-11	-57	45	87	-36	43	61	49	-97	-81	-73	24	-78	58	-32	-97	-46	62	93	-61	-44	11	-14	96	88	68	-12	-97	51	55	-46	-31	7	-88	95	34	57	48	-57	-87	74	-11	-99	-28	-16	-38	36	10	-67	0	-3	5	32	36	49	87	82	-9	-59	84	-74	-41	-48	58	-54	-29	-44	-71	39	-18	35	64	8	-51	-63	95	62	0	-45	77	-68	-9	-44	93	44	76	-20	48	-65	49	-88	-66	-85	-13	-28	-34	49	13	-28	-81	69	3	49	-70	51	95	-16	94	32	36	-49	-9	-17	96	80	69	-38	43	76	5	85	23	15	6	-76	60	-64	-28	-44	31	5	78	77	34	35	-37	-92	73	77	7	74	-30	-41	-24	-86	63	61	-38	-15	-96	16	-74	45	-68	78	-27	46	-43	20	-26	27	-50	-34	79	17	3	12	93	24	31	-88	7	-19	27	74	98	-98	-42	40	86	0	-42	-19	69	-49	-50	-10	29	-12	-21	13	88	-19	47	55	21	27	-19	-51	41	-92	-43	-2	-83	-80	1	75	-8	75	-10	45	-37	-98	-18	96	-55	-3	94	22	-72	86	47	18	12	-66	23	-57	35	
68	-9	-17	-56	-66	-30	-79	42	79	31	0	90	17	-30	-77	81	23	-65	7	-13	23	-66	97	-72	2	25	46	22	-84	37	-70	-10	61	86	0	47	46	29	26	23	-4	-32	-67	65	-10	16	-25	-27	5	7	-17	80	-72	-11	-11	-79	87	-18	-69	-10	-90	13	-5	-54	9	-68	-20	-94	10	-94	-43	-42	-89	89	48	91	-77	-6	0	45	74	-88	-65	-42	-39	-50	-14	-65	-4	15	-5	-44	-14	-17	-63	75	79	-35	49	-20	-17	-23	-66	36	46	28	-9	37	-74	41	-20	78	36	96	-94	-26	91	44	-41	32	-35	-94	36	23	-90	-52	84	-14	-48	58	-30	59	85	-83	87	-17	80	-70	94	-79	-9	99	67	18	-27	14	64	83	-28	79	-37	41	59	86	56	42	53	-15	58	40	-13	46	80	-82	99	28	61	-58	-85	25	14	11	-12	-92	-63	-59	-38	-9	87	31	4	28	-32	37	-35	63	-34	-68	-4	69	-44	47	-34	-5	-47	65	47	-68	83	-49	-19	19	-38	-52	52	61	-49	-84	64	10	30	66	-72	61	91	78	27	-68	-89	-60	-93	43	34	31	72	-14	20	-84	67	51	8	-22	-79	-54	-63	-14	92	51	-40	78	-75	67	77	39	49	56	-72	45	20	24	-18	-44	52	-89	30	57	16	53	-28	90	-35	-87	-28	63	36	-36	-30	-16	-28	-26	-29	15	-61	91	61	-19	-32	-60	-90	-13	-15	32	82	-31	-11	-20	-94	38	56	48	14	-70	-25	-59	-6	-46	74	71	32	71	-65	87	80	-18	-6	58	-38	19	-58	83	-51	91	-61	34	-69	-92	50	-45	5	70	-34	-84	-8	87	34	36	5	-15	41	15	7	97	86	91	-10	-7	42	20	-99	-22	-83	-23	-37	-6	88	41	80	-5	-86	-10	10	45	60	-8	-25	-46	40	48	-60	-7	79	47	-92	-78	-1	78	57	68	-93	-29	58	-31	49	27	90	9	-88	-81	61	-14	-51	-29	-20	77	78	35	-86	87	98	-44	54	-9	-62	26	-53	-89	-84	-64	-68	21	1	36	23	23	90	-61	73	38	-65	62	56	75	-69	-49	34	37	80	22	96	29	-17	-35	-65	29	42	54	42	44	73	53	-68	-42	63	-4	14	3	-27	73	-16	80	-45	10	-67	3	-51	-48	47	-20	-60	-74	13	58	68	-38	-38	95	4	75	-63	12	86	87	8	-48	-88	46	-4	-94	-40	-8	-54	-65	-61	82	-18	44	59	90	-42	-87	-65	84	-42	-93	63	64	-57	28	-70	48	-56	-98	-75	35	31	0	-61	69	-62	38	-15	95	84	96	-85	48	-36	57	38	80	-72	69	
